% Column 0: Length, mm
% Column 1: |B|, Tesla
0.00000000e+000	4.87905064e-001	
8.47231488e-002	4.87296624e-001	
1.69446298e-001	4.86409885e-001	
2.54169446e-001	4.85364343e-001	
3.38892595e-001	4.84318802e-001	
4.23615744e-001	4.83273262e-001	
5.08338893e-001	4.82227723e-001	
5.93062041e-001	4.81182185e-001	
6.77785190e-001	4.80091874e-001	
7.62508339e-001	4.78989793e-001	
8.47231488e-001	4.77887714e-001	
9.31954636e-001	4.76785637e-001	
1.01667779e+000	4.75683560e-001	
1.10140093e+000	4.74581485e-001	
1.18612408e+000	4.73493342e-001	
1.27084723e+000	4.72405981e-001	
1.35557038e+000	4.71318624e-001	
1.44029353e+000	4.70231271e-001	
1.52501668e+000	4.69143921e-001	
1.60973983e+000	4.68056574e-001	
1.69446298e+000	4.66969231e-001	
1.77918612e+000	4.65881892e-001	
1.86390927e+000	4.64794556e-001	
1.94863242e+000	4.63707225e-001	
2.03335557e+000	4.62619896e-001	
2.11807872e+000	4.61577188e-001	
2.20280187e+000	4.60663214e-001	
2.28752502e+000	4.59749287e-001	
2.37224817e+000	4.58835406e-001	
2.45697131e+000	4.57921573e-001	
2.54169446e+000	4.57007788e-001	
2.62641761e+000	4.56094050e-001	
2.71114076e+000	4.55180360e-001	
2.79586391e+000	4.54266719e-001	
2.88058706e+000	4.53353126e-001	
2.96531021e+000	4.52439582e-001	
3.05003336e+000	4.51526087e-001	
3.13475650e+000	4.50515874e-001	
3.21947965e+000	4.49432071e-001	
3.30420280e+000	4.48348342e-001	
3.38892595e+000	4.47264687e-001	
3.47364910e+000	4.46181107e-001	
3.55837225e+000	4.45097603e-001	
3.64309540e+000	4.44014175e-001	
3.72781855e+000	4.42930824e-001	
3.81254169e+000	4.41847550e-001	
3.89726484e+000	4.40764354e-001	
3.98198799e+000	4.39681236e-001	
4.06671114e+000	4.38598197e-001	
4.15143429e+000	4.37567373e-001	
4.23615744e+000	4.36543793e-001	
4.32088059e+000	4.35520221e-001	
4.40560374e+000	4.34496655e-001	
4.49032688e+000	4.33473096e-001	
4.57505003e+000	4.32449545e-001	
4.65977318e+000	4.31426000e-001	
4.74449633e+000	4.30402463e-001	
4.82921948e+000	4.29378933e-001	
4.91394263e+000	4.28355410e-001	
4.99866578e+000	4.27331895e-001	
5.08338893e+000	4.26308387e-001	
5.16811207e+000	4.25284887e-001	
5.25283522e+000	4.24261394e-001	
5.33755837e+000	4.23237909e-001	
5.42228152e+000	4.22214431e-001	
5.50700467e+000	4.21190961e-001	
5.59172782e+000	4.20167499e-001	
5.67645097e+000	4.19144044e-001	
5.76117412e+000	4.18120598e-001	
5.84589726e+000	4.17097159e-001	
5.93062041e+000	4.16073728e-001	
6.01534356e+000	4.15050306e-001	
6.10006671e+000	4.14017280e-001	
6.18478986e+000	4.12974631e-001	
6.26951301e+000	4.11932022e-001	
6.35423616e+000	4.10889453e-001	
6.43895931e+000	4.09846923e-001	
6.52368245e+000	4.08804433e-001	
6.60840560e+000	4.07761984e-001	
6.69312875e+000	4.06719576e-001	
6.77785190e+000	4.05677209e-001	
6.86257505e+000	4.04634883e-001	
6.94729820e+000	4.03592599e-001	
7.03202135e+000	4.02550358e-001	
7.11674450e+000	4.01508158e-001	
7.20146765e+000	4.00466002e-001	
7.28619079e+000	3.99423888e-001	
7.37091394e+000	3.98381818e-001	
7.45563709e+000	3.97339791e-001	
7.54036024e+000	3.96297809e-001	
7.62508339e+000	3.95255871e-001	
7.70980654e+000	3.94213978e-001	
7.79452969e+000	3.93172130e-001	
7.87925284e+000	3.92130328e-001	
7.96397598e+000	3.91088571e-001	
8.04869913e+000	3.90036569e-001	
8.13342228e+000	3.88908841e-001	
8.21814543e+000	3.87781129e-001	
8.30286858e+000	3.86653431e-001	
8.38759173e+000	3.85525749e-001	
8.47231488e+000	3.84398083e-001	
8.55703803e+000	3.83270432e-001	
8.64176117e+000	3.82142797e-001	
8.72648432e+000	3.81015178e-001	
8.81120747e+000	3.79887574e-001	
8.89593062e+000	3.78759987e-001	
8.98065377e+000	3.77632417e-001	
9.06537692e+000	3.76504862e-001	
9.15010007e+000	3.75377325e-001	
9.23482322e+000	3.74249804e-001	
9.31954636e+000	3.73122300e-001	
9.40426951e+000	3.71994813e-001	
9.48899266e+000	3.70867343e-001	
9.57371581e+000	3.69739891e-001	
9.65843896e+000	3.68612456e-001	
9.74316211e+000	3.67485039e-001	
9.82788526e+000	3.66357640e-001	
9.91260841e+000	3.65230259e-001	
9.99733155e+000	3.64102896e-001	
1.00820547e+001	3.62999316e-001	
1.01667779e+001	3.61904094e-001	
1.02515010e+001	3.60808896e-001	
1.03362241e+001	3.59713723e-001	
1.04209473e+001	3.58618575e-001	
1.05056704e+001	3.57523453e-001	
1.05903936e+001	3.56428356e-001	
1.06751167e+001	3.55333285e-001	
1.07598399e+001	3.54238241e-001	
1.08445630e+001	3.53143223e-001	
1.09292862e+001	3.52048231e-001	
1.10140093e+001	3.50953267e-001	
1.10987325e+001	3.49858329e-001	
1.11834556e+001	3.48763419e-001	
1.12681788e+001	3.47668537e-001	
1.13529019e+001	3.46573682e-001	
1.14376251e+001	3.45478856e-001	
1.15223482e+001	3.44384058e-001	
1.16070714e+001	3.43289289e-001	
1.16917945e+001	3.42194549e-001	
1.17765177e+001	3.41099838e-001	
1.18612408e+001	3.40005156e-001	
1.19459640e+001	3.38910505e-001	
1.20306871e+001	3.37869390e-001	
1.21154103e+001	3.36922961e-001	
1.22001334e+001	3.35976532e-001	
1.22848566e+001	3.35030104e-001	
1.23695797e+001	3.34083676e-001	
1.24543029e+001	3.33137248e-001	
1.25390260e+001	3.32190821e-001	
1.26237492e+001	3.31244394e-001	
1.27084723e+001	3.30297968e-001	
1.27931955e+001	3.29351542e-001	
1.28779186e+001	3.28405116e-001	
1.29626418e+001	3.27458691e-001	
1.30473649e+001	3.26512266e-001	
1.31320881e+001	3.25565842e-001	
1.32168112e+001	3.24619418e-001	
1.33015344e+001	3.23672994e-001	
1.33862575e+001	3.22726571e-001	
1.34709807e+001	3.21780148e-001	
1.35557038e+001	3.20833725e-001	
1.36404270e+001	3.19887303e-001	
1.37251501e+001	3.18940882e-001	
1.38098732e+001	3.17994461e-001	
1.38945964e+001	3.17048040e-001	
1.39793195e+001	3.16101620e-001	
1.40640427e+001	3.15155200e-001	
1.41487658e+001	3.14208780e-001	
1.42334890e+001	3.13262362e-001	
1.43182121e+001	3.12315943e-001	
1.44029353e+001	3.11369525e-001	
1.44876584e+001	3.10423107e-001	
1.45723816e+001	3.09476690e-001	
1.46571047e+001	3.08530274e-001	
1.47418279e+001	3.07583858e-001	
1.48265510e+001	3.06637442e-001	
1.49112742e+001	3.05691027e-001	
1.49959973e+001	3.04744612e-001	
1.50807205e+001	3.03798198e-001	
1.51654436e+001	3.02851784e-001	
1.52501668e+001	3.01905371e-001	
1.53348899e+001	3.00958958e-001	
1.54196131e+001	3.00012546e-001	
1.55043362e+001	2.99066134e-001	
1.55890594e+001	2.98119723e-001	
1.56737825e+001	2.97173312e-001	
1.57585057e+001	2.96226902e-001	
1.58432288e+001	2.95280493e-001	
1.59279520e+001	2.94334084e-001	
1.60126751e+001	2.93554724e-001	
1.60973983e+001	2.92885568e-001	
1.61821214e+001	2.92216412e-001	
1.62668446e+001	2.91547257e-001	
1.63515677e+001	2.90878102e-001	
1.64362909e+001	2.90208947e-001	
1.65210140e+001	2.89539792e-001	
1.66057372e+001	2.88870638e-001	
1.66904603e+001	2.88201484e-001	
1.67751835e+001	2.87532330e-001	
1.68599066e+001	2.86863177e-001	
1.69446298e+001	2.86194024e-001	
1.70293529e+001	2.85524871e-001	
1.71140761e+001	2.84855719e-001	
1.71987992e+001	2.84186567e-001	
1.72835223e+001	2.83517415e-001	
1.73682455e+001	2.82848264e-001	
1.74529686e+001	2.82179113e-001	
1.75376918e+001	2.81509962e-001	
1.76224149e+001	2.80840812e-001	
1.77071381e+001	2.80171662e-001	
1.77918612e+001	2.79502512e-001	
1.78765844e+001	2.78833363e-001	
1.79613075e+001	2.78164214e-001	
1.80460307e+001	2.77495065e-001	
1.81307538e+001	2.76825917e-001	
1.82154770e+001	2.76156769e-001	
1.83002001e+001	2.75487621e-001	
1.83849233e+001	2.74818474e-001	
1.84696464e+001	2.74149327e-001	
1.85543696e+001	2.73480181e-001	
1.86390927e+001	2.72811034e-001	
1.87238159e+001	2.72141889e-001	
1.88085390e+001	2.71472743e-001	
1.88932622e+001	2.70803598e-001	
1.89779853e+001	2.70134454e-001	
1.90627085e+001	2.69465309e-001	
1.91474316e+001	2.68796166e-001	
1.92321548e+001	2.68127022e-001	
1.93168779e+001	2.67457879e-001	
1.94016011e+001	2.66788736e-001	
1.94863242e+001	2.66119594e-001	
1.95710474e+001	2.65450452e-001	
1.96557705e+001	2.64781311e-001	
1.97404937e+001	2.64112170e-001	
1.98252168e+001	2.63443029e-001	
1.99099400e+001	2.62773889e-001	
1.99946631e+001	2.62104749e-001	
